City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,wailua homesteads,22.0669,-159.378,26.53,86,75,1.79,US,1727290996
83,hanceville,34.0607,-86.7675,22.79,91,100,1.68,US,1727290997
84,banavar,13.4136,76.1683,21.08,89,100,3.33,IN,1727290999
85,whitehorse,60.7161,-135.0538,5.45,84,75,3.09,CA,1727290750
86,panj,37.2363,69.0991,24.82,22,0,2.0,TJ,1727291001
87,domoni,-12.2569,44.5319,24.68,83,80,3.82,KM,1727291002
88,papatowai,-46.5619,169.4708,8.08,87,100,3.96,NZ,1727291003
89,alotau,-10.3069,150.4462,23.98,97,98,1.59,PG,1727291005
90,georgetown,5.4112,100.3354,26.96,93,20,1.03,MY,1727290817
91,chajari,-30.7505,-57.9796,20.07,88,100,3.06,AR,1727290850
92,sisimiut,66.9395,-53.6735,6.91,73,47,2.99,GL,1727291008
93,malango,-2.9627,119.9001,19.26,98,100,0.7,ID,1727291010
94,jalai nur,49.45,117.7,9.75,56,97,3.25,CN,1727291011
95,tromso,69.6496,18.957,7.01,65,0,3.09,NO,1727291012
96,usinsk,65.9939,57.5281,1.83,60,100,6.51,RU,1727291013
97,ciudad sabinas hidalgo,26.5,-100.1667,33.39,46,25,4.27,MX,1727291015
98,dazhong,33.1997,120.4578,20.94,92,89,2.03,CN,1727291016
99,saint-philippe,-21.3585,55.7679,21.64,81,35,4.65,RE,1727291017
100,pacific grove,36.6177,-121.9166,17.82,91,100,3.58,US,1727290892
101,chonchi,-42.6128,-73.8092,8.75,62,95,0.25,CL,1727291019
102,carrigaline,51.8117,-8.3986,10.9,100,75,5.14,IE,1727291021
103,nadym,65.5333,72.5167,-0.11,92,100,10.68,RU,1727291022
104,katsuura,35.1333,140.3,22.13,89,95,7.91,JP,1727291023
105,paracuru,-3.41,-39.0306,26.9,69,8,7.35,BR,1727291026
106,acapulco de juarez,16.8634,-99.8901,22.43,96,100,5.07,MX,1727290755
107,afaahiti,-17.75,-149.2833,24.68,85,83,5.52,PF,1727291028
108,dronero,44.4657,7.3513,14.73,87,100,2.68,IT,1727291029
109,quelimane,-17.8786,36.8883,22.73,78,0,2.24,MZ,1727291030
110,usogorsk,63.4106,48.6872,9.95,70,100,3.99,RU,1727291032
111,walvis bay,-22.9575,14.5053,18.53,59,0,2.06,NA,1727291033
112,kapa'a,22.0752,-159.319,28.18,76,40,6.17,US,1727291034
113,sitka,57.0531,-135.33,9.94,81,100,2.57,US,1727291035
114,baardheere,2.3446,42.2764,26.65,52,76,9.75,SO,1727291037
115,hithadhoo,-0.6,73.0833,27.64,79,100,6.54,MV,1727291038
116,cartagena,10.3997,-75.5144,29.79,79,75,3.6,CO,1727291039
117,okhotsk,59.3833,143.3,4.36,68,0,2.93,RU,1727291040
118,glens falls north,43.3351,-73.6825,15.3,94,100,0.0,US,1727291041
119,vilyuchinsk,52.9306,158.4028,5.15,81,98,2.99,RU,1727291043
120,bardai,11.65,7.2333,25.63,67,52,2.95,NG,1727291044
121,gemena,3.25,19.7667,22.12,98,100,1.18,CD,1727291045
122,greymouth,-42.4667,171.2,4.84,95,100,2.83,NZ,1727291047
123,mabaruma,8.2,-59.7833,31.55,59,15,3.27,GY,1727291048
124,zhangye,38.9342,100.4517,18.27,41,0,3.41,CN,1727291049
125,utrik,11.2278,169.8474,28.03,78,31,5.42,MH,1727291050
126,avarua,-21.2078,-159.775,24.03,73,20,2.57,CK,1727290911
127,cidreira,-30.1811,-50.2056,20.73,86,67,2.65,BR,1727290900
128,lihue,21.9789,-159.3672,27.77,72,40,6.17,US,1727291054
129,kitimat,54.0524,-128.6534,12.73,26,18,1.34,CA,1727291055
130,galliano,29.4422,-90.2992,32.0,51,0,1.54,US,1727291057
131,tashtyp,52.7939,89.8983,-0.12,91,18,1.55,RU,1727291058
132,arraial do cabo,-22.9661,-42.0278,27.98,65,0,11.83,BR,1727291059
133,alofi,-19.0595,-169.9187,21.94,88,20,3.09,NU,1727291060
134,kaiyuan,23.6977,103.3037,19.78,90,85,0.9,CN,1727291062
135,puerto madryn,-42.7692,-65.0385,13.99,23,0,5.92,AR,1727291063
136,dudinka,69.4058,86.1778,2.65,93,100,1.48,RU,1727291064
137,bilibino,68.0546,166.4372,-2.37,82,100,2.03,RU,1727291066
138,suva,-18.1416,178.4415,22.71,78,40,4.12,FJ,1727291067
139,necochea,-38.5473,-58.7368,13.68,68,100,3.41,AR,1727290802
140,vorgashor,67.5833,63.95,-2.23,88,100,2.12,RU,1727291069
141,saldanha,-33.0117,17.9442,14.03,88,51,3.41,ZA,1727291070
142,naze,28.3667,129.4833,26.51,84,82,8.0,JP,1727291072
143,hilo,19.7297,-155.09,27.75,79,40,2.57,US,1727291073
144,port elizabeth,-33.918,25.5701,18.16,94,20,3.6,ZA,1727291074
145,kayangel,8.0823,134.7173,28.25,79,82,6.05,PW,1727291075
146,tarija,-21.5355,-64.7296,28.95,32,20,6.17,BO,1727290989
147,san antonio de pale,-1.4014,5.6325,25.26,81,17,5.33,GQ,1727291078
148,hermanus,-34.4187,19.2345,13.78,79,40,4.68,ZA,1727291079
149,the pas,53.8251,-101.2541,24.01,46,0,5.39,CA,1727290935
150,klyuchi,52.2667,79.1667,5.37,61,60,1.97,RU,1727291081
151,happy valley-goose bay,53.3168,-60.3315,17.17,45,40,3.09,CA,1727291083
152,igarka,67.4667,86.5833,1.44,98,100,3.38,RU,1727291084
153,tual,-5.6667,132.75,27.55,80,100,4.58,ID,1727291085
154,ilulissat,69.2167,-51.1,9.01,46,40,3.6,GL,1727291086
155,trinidad,-14.8333,-64.9,36.99,44,40,4.63,BO,1727290833
156,nandurbar,21.3667,74.25,24.64,94,100,2.96,IN,1727291089
157,westport,41.1415,-73.3579,19.2,77,100,3.13,US,1727290874
158,fale old settlement,-9.3852,-171.2468,27.63,80,10,3.66,TK,1727291091
159,port lincoln,-34.7333,135.8667,10.43,61,5,6.42,AU,1727291094
160,simga,21.6333,81.7,24.58,92,100,1.71,IN,1727291095
161,mountain home,43.133,-115.6912,30.01,22,22,3.13,US,1727291096
162,hobyo,5.3505,48.5268,25.06,85,100,12.34,SO,1727291097
163,zaozersk,69.4005,32.4476,9.74,98,100,2.22,RU,1727291099
164,cabedelo,-6.9811,-34.8339,27.37,67,33,7.48,BR,1727291100
165,iguape,-24.7081,-47.5553,23.05,81,21,4.11,BR,1727291101
166,poshekhon'ye,58.4993,39.1353,16.62,49,39,4.87,RU,1727291103
167,mangai,-4.05,19.5333,23.89,75,100,1.12,CD,1727291106
168,tura,25.5198,90.2201,22.96,99,100,2.89,IN,1727291107
169,galdar,28.147,-15.6502,22.05,78,14,4.96,ES,1727291109
170,fort bragg,35.139,-79.006,30.75,65,75,2.57,US,1727291110
171,brokopondo,4.75,-55.1667,34.02,44,0,1.06,SR,1727291111
172,enewetak,11.3474,162.3373,28.56,75,43,3.89,MH,1727291112
173,fujin,47.26,132.0322,11.97,90,100,4.52,CN,1727291113
174,karema,-6.8205,30.4389,25.21,53,40,2.09,TZ,1727291115
175,hoemul-li,41.4339,129.67,14.74,73,13,1.64,KP,1727291116
176,farah,32.5,62.5,26.24,15,0,1.71,AF,1727291117
177,uturoa,-16.7333,-151.4333,26.51,79,83,5.66,PF,1727291119
178,vershino-darasunskiy,52.35,115.5167,4.5,62,77,1.23,RU,1727291120
179,upington,-28.4478,21.2561,24.21,7,0,4.12,ZA,1727291121
180,egilsstadir,65.2653,-14.3948,2.95,93,75,4.12,IS,1727291122
181,port mathurin,-19.6833,63.4167,22.34,73,5,9.47,MU,1727291124
182,zeya,53.75,127.2667,6.41,92,1,0.85,RU,1727290835
183,garachico,28.7781,-17.7646,22.06,78,75,4.63,ES,1727291126
184,nema,57.5067,50.5011,8.63,58,100,2.34,RU,1727291128
185,pandan,14.0453,124.1694,26.05,87,99,1.7,PH,1727291129
186,fort st. john,56.2499,-120.8529,11.94,66,75,8.23,CA,1727291130
187,mogocha,53.7333,119.7667,5.03,78,100,0.79,RU,1727291132
188,shahrud,36.4182,54.9763,18.34,63,0,5.95,IR,1727291133
189,tsiombe,-25.3,45.4833,23.99,74,99,2.07,MG,1727291135
190,cambria,35.5641,-121.0808,18.42,67,38,2.35,US,1727291137
191,svetlyy,54.675,20.1347,18.49,60,100,5.47,RU,1727291138
192,sorong,-0.8833,131.25,25.79,87,100,2.05,ID,1727291139
193,port douglas,-16.4833,145.4667,22.77,85,99,2.31,AU,1727291140
194,talnakh,69.4865,88.3972,3.4,84,100,1.05,RU,1727291141
195,karasuk,53.7377,78.0403,3.2,82,24,3.03,RU,1727291143
196,trincomalee,8.5711,81.2335,28.25,74,100,7.67,LK,1727291144
197,aykhal,66.0,111.5,-0.02,89,66,2.91,RU,1727291146
198,dalandzadgad,43.5708,104.425,14.68,35,1,4.36,MN,1727291147
199,bako,5.7833,36.5667,17.66,82,98,2.99,ET,1727291148
200,sumbawa besar,-8.5,117.4333,23.34,89,100,1.39,ID,1727291150
201,hacienda huancane,-15.8222,-70.8856,15.6,17,100,7.3,PE,1727291151
202,mchinji,-13.7984,32.8802,20.94,27,0,2.1,MW,1727291152
203,kaa-khem,51.6833,94.7333,4.54,66,27,1.58,RU,1727291153
204,alencon,48.4333,0.0833,15.1,97,100,6.1,FR,1727290903
205,ryl'sk,51.5655,34.6822,14.46,23,83,3.94,RU,1727291156
206,surskoye,54.4821,46.7214,10.18,40,6,2.33,RU,1727291157
207,severo-yeniseyskiy,60.3725,93.0408,-0.62,99,94,1.14,RU,1727291158
208,kirakira,-10.4544,161.9205,25.54,89,99,3.81,SB,1727291160
209,lebu,-37.6167,-73.65,10.19,62,0,8.99,CL,1727291161
210,maxixe,-23.8597,35.3472,21.9,83,0,1.54,MZ,1727291000
211,palma sola,-23.9634,-64.2987,30.61,33,41,4.17,AR,1727291164
212,kyabe,9.4515,18.9449,23.11,91,21,0.76,TD,1727291037
213,bikenibeu village,1.3673,173.1241,24.98,94,75,0.0,KI,1727291166
214,kapuskasing,49.4169,-82.4331,14.0,100,100,4.12,CA,1727291169
215,atafu village,-8.5421,-172.5159,27.63,76,100,2.31,TK,1727291170
216,kangding,30.0513,101.9603,14.51,97,100,0.84,CN,1727291171
217,ryotsu-minato,38.0833,138.4333,20.4,82,49,0.84,JP,1727291172
218,charters towers,-20.1,146.2667,17.18,97,76,2.88,AU,1727291174
219,ad dawadimi,24.5077,44.3924,29.64,20,6,4.78,SA,1727291176
220,laguna,38.421,-121.4238,25.13,56,0,5.66,US,1727291177
221,laojunmiao,39.8333,97.7333,16.1,43,0,2.35,CN,1727291179
222,geraldton,-28.7667,114.6,10.23,81,0,2.57,AU,1727290955
223,al jawf,29.5,38.75,29.87,22,0,4.59,SA,1727291181
224,zabaykal'sk,49.6333,117.3167,11.02,50,100,3.73,RU,1727291182
225,usakos,-22.0,15.6,27.63,21,100,2.16,NA,1727291184
226,beira,-19.8436,34.8389,22.05,78,0,1.54,MZ,1727291185
227,mejit,10.2753,170.8646,27.76,78,10,4.5,MH,1727291187
228,dankov,53.2515,39.1555,12.81,24,13,3.74,RU,1727291055
229,hagere hiywet,8.9833,37.85,13.84,87,33,1.91,ET,1727291189
230,vikulovo,56.8167,70.6107,0.28,66,17,3.7,RU,1727291191
231,montes claros,-16.735,-43.8617,31.88,25,0,3.6,BR,1727290762
232,pisco,-13.7,-76.2167,19.45,77,40,4.63,PE,1727291194
233,jamestown,42.097,-79.2353,19.45,96,100,4.12,US,1727291197
234,"laikit, laikit ii (dimembe)",1.4792,124.9735,20.47,100,40,1.03,ID,1727291199
235,bel ombre,-4.6167,55.4167,26.91,83,40,6.17,SC,1727291200
236,miguelopolis,-20.1794,-48.0319,36.0,17,3,1.09,BR,1727291201
237,gebeit,21.0667,36.3167,30.15,25,7,0.93,SD,1727291204
238,keflavik,64.0049,-22.5624,5.24,75,0,4.12,IS,1727291205
239,mount gambier,-37.8333,140.7667,5.29,75,5,2.35,AU,1727291207
240,kharp,66.8014,65.8081,-2.56,87,100,3.37,RU,1727291208
241,tobelo,1.7284,128.0095,26.8,81,10,0.81,ID,1727291209
242,abingdon,51.6711,-1.2828,14.15,97,100,7.2,GB,1727291210
243,primero de mayo,-32.2552,-58.4228,20.46,79,100,6.2,AR,1727291212
244,ribeira grande,38.5167,-28.7,24.32,88,40,6.69,PT,1727291213
245,basco,20.4487,121.9702,28.97,78,100,4.83,PH,1727291214
246,thompson,55.7435,-97.8558,15.09,94,40,1.03,CA,1727291215
247,stornoway,58.2093,-6.3865,9.98,81,40,4.12,GB,1727291218
248,valparaiso,-33.0393,-71.6273,20.8,52,0,6.69,CL,1727290693
249,hadibu,12.65,54.0333,25.4,83,76,6.36,YE,1727290932
250,suntar,62.1444,117.6319,5.7,93,100,2.38,RU,1727291222
251,loango,-4.6719,11.8312,24.42,84,91,4.43,CG,1727291224
252,port alfred,-33.5906,26.891,16.77,95,100,0.89,ZA,1727291225
253,puerto baquerizo moreno,-0.9,-89.6,22.55,73,75,7.72,EC,1727291227
254,kiunga,-6.1219,141.2906,22.75,99,100,0.38,PG,1727291228
255,isiro,2.7739,27.616,19.77,99,100,0.63,CD,1727291147
256,namibe,-15.1961,12.1522,19.78,84,33,0.84,AO,1727291230
257,goure,13.9835,10.2704,31.71,41,13,3.98,NE,1727291233
258,iskateley,67.6803,53.1512,4.14,83,100,7.73,RU,1727291234
259,slyudyanka,51.6594,103.7061,5.63,97,100,1.6,RU,1727291235
260,coquimbo,-29.9533,-71.3436,18.88,52,0,6.69,CL,1727291054
261,nadi,-17.8,177.4167,23.0,68,20,3.09,FJ,1727291242
262,richards bay,-28.783,32.0377,19.73,91,92,0.91,ZA,1727291245
263,ancud,-41.8697,-73.8203,8.42,64,37,3.08,CL,1727291247
264,mahdia,35.5047,11.0622,26.61,64,6,3.77,TN,1727291250
265,sovetskaya gavan',48.9723,140.2878,11.19,97,100,2.73,RU,1727291252
266,sao jose da coroa grande,-8.8978,-35.1478,25.54,68,8,3.95,BR,1727291254
267,kununurra,-15.7667,128.7333,23.99,88,60,1.54,AU,1727291255
268,nakhon sawan,15.7,100.0833,24.16,93,64,0.09,TH,1727291257
269,itigi,-5.7,34.4833,23.39,42,62,5.03,TZ,1727291258
270,kiruna,67.8557,20.2251,1.51,93,100,3.6,SE,1727291260
271,valle de la pascua,9.2155,-66.0073,33.7,47,85,3.0,VE,1727291262
272,hinatuan,8.3722,126.3342,24.04,96,14,1.61,PH,1727291263
273,beyneu,45.3167,55.2,12.87,40,3,4.39,KZ,1727291265
274,buala,-8.145,159.5921,26.49,86,46,3.53,SB,1727291266
275,punta arenas,-53.15,-70.9167,5.06,81,75,16.98,CL,1727291268
276,sydney,-33.8679,151.2073,13.72,88,75,16.46,AU,1727290729
277,kani keli,-12.9536,45.1033,24.59,75,0,6.14,YT,1727291271
278,swift current,50.2834,-107.8014,29.78,25,4,8.15,CA,1727291272
279,bereznik,62.8551,42.7072,13.19,67,98,3.59,RU,1727291273
280,tangalle,6.024,80.7911,26.03,87,100,4.51,LK,1727291275
281,saudarkrokur,65.7461,-19.6394,2.44,75,96,2.5,IS,1727291276
282,carnarvon,-24.8667,113.6333,19.79,79,0,5.55,AU,1727291277
283,aral,40.5156,81.2636,24.25,24,100,3.12,CN,1727291278
284,jieshi,22.8134,115.8257,27.39,88,76,3.83,CN,1727291280
285,pariaman,-0.619,100.12,24.03,87,84,1.43,ID,1727291281
286,east ballina,-28.8667,153.5833,17.41,81,100,5.4,AU,1727291282
287,lorengau,-2.0226,147.2712,26.98,80,100,2.6,PG,1727291284
288,bousso,10.4795,16.7117,26.83,71,100,1.25,TD,1727291285
289,molochnoye,59.2917,39.6787,15.17,49,12,5.77,RU,1727291286
290,mbake,14.7903,-15.908,27.1,80,100,5.73,SN,1727291287
291,sabang,5.8933,95.3214,28.26,73,10,0.93,ID,1727291289
292,cabo san lucas,22.8909,-109.9124,33.17,48,0,5.14,MX,1727291290
293,cill airne,52.05,-9.5167,8.9,99,100,2.09,IE,1727291291
294,taltal,-25.4,-70.4833,16.5,69,20,4.16,CL,1727291292
295,callao,-12.0667,-77.15,20.95,77,100,4.63,PE,1727291294
296,slatina,44.4333,24.3667,19.68,57,100,2.11,RO,1727291295
297,hillarys,-31.807,115.7404,16.28,49,100,0.45,AU,1727291296
298,srivardhan,18.0333,73.0167,26.44,90,100,5.81,IN,1727291298
299,jingdezhen,29.2947,117.2079,21.85,88,97,1.09,CN,1727291299
300,la ronge,55.1001,-105.2842,19.74,51,100,6.16,CA,1727291300
301,taoudenni,22.6783,-3.9836,38.28,18,0,4.59,ML,1727291302
302,xiongzhou,25.1167,114.3,22.49,97,99,0.35,CN,1727291303
303,al hada,21.3675,40.2869,25.66,25,19,2.65,SA,1727291107
304,las tablas,7.7667,-80.2833,30.09,66,86,1.86,PA,1727291305
305,baymak,52.5933,58.3225,5.0,68,0,2.68,RU,1727291308
306,tarakan,3.3,117.6333,25.52,81,100,2.28,ID,1727291309
307,ketchikan,55.3422,-131.6461,12.26,82,75,3.6,US,1727291311
308,tafuna,-14.3358,-170.72,24.97,94,100,2.57,AS,1727291312
309,livingston,55.9029,-3.5226,9.38,83,20,4.12,GB,1727291017
310,la'ie,21.6477,-157.9253,27.81,75,37,7.1,US,1727291314
311,trzcianka,53.0406,16.4563,14.84,81,100,2.85,PL,1727291316
312,xingcheng,40.6167,120.7167,15.01,72,0,2.24,CN,1727291317
313,matadi,-5.8167,13.45,30.61,55,79,3.05,CD,1727291318
314,bonthe,7.5264,-12.505,24.18,90,100,1.21,SL,1727291319
315,akrehamn,59.2667,5.1833,11.14,66,75,6.69,NO,1727291322
316,monts,47.2772,0.6247,16.87,85,100,4.63,FR,1727291324
317,vadso,70.0744,29.7487,8.09,93,75,5.14,NO,1727291325
318,havre,49.5833,0.3333,15.22,100,100,5.66,FR,1727291327
319,polyarnyy,69.1989,33.4478,10.36,94,100,5.7,RU,1727291328
320,mtwara,-10.2667,40.1833,23.52,87,22,3.47,TZ,1727291329
321,dongdu,35.85,117.7,18.58,66,16,1.39,CN,1727291331
322,fyodorovka,53.6314,62.7078,5.69,71,6,3.34,KZ,1727291332
323,palmer,42.1584,-72.3287,18.62,67,100,2.06,US,1727291333
324,bamboo flat,11.7,92.7167,27.05,89,40,1.03,IN,1727291336
325,mangrol,21.1167,70.1167,27.41,84,100,3.74,IN,1727291337
326,vakarai,55.6035,23.8213,14.39,72,9,3.63,LT,1727291338
327,tumpat,6.1978,102.171,25.17,90,97,1.87,MY,1727291340
328,nar'yan-mar,67.6713,53.087,4.28,84,100,7.76,RU,1727291341
329,ise,34.4833,136.7,23.22,72,100,1.17,JP,1727291343
330,sidi khaled,34.387,4.9879,28.52,43,100,6.28,DZ,1727291344
331,alor setar,6.121,100.3601,25.11,91,58,1.98,MY,1727291345
332,ujae,8.9322,165.7642,28.58,74,6,2.9,MH,1727291346
333,kolondieba,11.0882,-6.8926,24.29,88,99,0.67,ML,1727291348
334,puerto escondido,15.85,-97.0667,23.46,100,100,3.09,MX,1727291351
335,antsohihy,-14.8796,47.9875,23.21,74,0,1.6,MG,1727291352
336,saint-quentin,49.8333,3.3333,14.07,96,100,5.99,FR,1727291354
337,tazacorte,28.629,-17.9293,23.54,86,75,4.63,ES,1727291355
338,chernyshevsk,52.5243,117.0174,7.27,56,100,1.37,RU,1727291356
339,hua hin,12.5707,99.9588,28.33,99,100,1.68,TH,1727291358
340,mahina,-17.5065,-149.489,28.87,65,75,2.06,PF,1727291359
341,pleasanton,37.6624,-121.8747,23.25,63,0,4.12,US,1727291349
342,sejny,54.108,23.347,17.45,56,100,1.64,PL,1727291361
343,galle,6.0367,80.217,26.96,87,100,5.15,LK,1727291363
344,ternate,0.8,127.4,26.37,80,14,1.68,ID,1727291364
345,berezovo,63.9381,65.0419,0.58,72,95,4.41,RU,1727291366
346,susuman,62.7833,148.1667,-0.9,66,10,1.16,RU,1727291367
347,camalu,30.85,-116.0667,21.65,69,23,5.56,MX,1727291368
348,kananga,-5.8958,22.4178,25.02,47,55,0.7,CD,1727291370
349,saint-pierre,-21.3393,55.4781,22.82,73,0,3.6,RE,1727291371
350,thunder bay,48.4001,-89.3168,20.6,53,96,1.52,CA,1727291372
351,margaret river,-33.95,115.0667,11.0,70,100,1.64,AU,1727291373
352,bouarfa,32.53,-1.95,24.38,47,23,2.46,MA,1727291374
353,luderitz,-26.6481,15.1594,14.88,64,100,3.88,NA,1727291376
354,khash,28.2211,61.2158,25.94,12,10,2.48,IR,1727291377
355,praia,14.9215,-23.5087,28.3,74,75,2.57,CV,1727291379
356,bukama,-9.2,25.85,27.72,32,13,0.66,CD,1727291380
357,coxen hole,16.3244,-86.5366,30.6,70,75,6.17,HN,1727291381
358,aasiaat,68.7098,-52.8699,2.88,82,100,3.24,GL,1727291382
359,howrah,22.5892,88.3103,26.0,94,100,2.06,IN,1727291384
360,charcas,23.1333,-101.1167,23.11,45,4,5.54,MX,1727291294
361,korsakov,46.6328,142.7813,5.91,93,6,1.17,RU,1727291197
362,kingston,17.997,-76.7936,33.53,62,20,9.77,JM,1727291127
363,khovd,48.0056,91.6419,10.54,29,100,1.46,MN,1727291388
364,castillos,-34.1667,-53.8333,14.41,96,100,5.59,UY,1727291390
365,nelson bay,-32.7167,152.15,18.33,94,100,2.68,AU,1727291391
366,udachny,66.4167,112.4,0.63,83,71,2.19,RU,1727291392
367,midvagur,62.0511,-7.1939,6.46,87,75,5.66,FO,1727291393
